,No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,sum,count,ave
40863,40864,2014,8,30,15,2,41,37,35,13,35.35,1013,30,cv,2,0,0,113,3,37.67
40864,40865,2014,8,30,16,2,38,40,36,14,37.73,1013,30,SW,2,0,0,114,3,38.0
40865,40866,2014,8,30,17,2,48,52,38,13,35.35,1013,30,cv,1,0,0,138,3,46.0
40866,40867,2014,8,30,18,2,67,65,40,13,37.44,1013,29,NW,1,0,0,172,3,57.33
40867,40868,2014,8,30,19,2,63,67,44,16,57.44,1014,25,cv,1,0,0,174,3,58.0
40868,40869,2014,8,30,20,2,77,49,44,16,60.98,1014,24,cv,2,0,0,170,3,56.67
40869,40870,2014,8,30,21,2,72,96,68,16,60.98,1014,24,NE,2,0,0,236,3,78.67
40870,40871,2014,8,30,22,2,85,96,74,17,73.32,1014,22,SE,2,0,0,255,3,85.0
40871,40872,2014,8,30,23,2,87,59,57,18,83.01,1014,21,SE,3,0,0,203,3,67.67
40872,40873,2014,8,31,0,2,96,75,60,17,88.2,1014,19,cv,1,0,0,231,3,77.0
40873,40874,2014,8,31,1,2,83,80,64,18,93.94,1014,19,SE,2,0,0,227,3,75.67
40874,40875,2014,8,31,2,2,76,72,64,17,88.2,1014,19,SE,4,0,0,212,3,70.67
40875,40876,2014,8,31,3,2,81,88,68,17,93.89,1013,18,SE,5,0,0,237,3,79.0
40876,40877,2014,8,31,4,2,112,130,55,17,93.89,1013,18,SE,6,0,0,297,3,99.0
40877,40878,2014,8,31,5,2,102,110,51,17,93.89,1013,18,SE,7,0,0,263,3,87.67
40878,40879,2014,8,31,6,2,100,73,53,17,93.89,1014,18,SE,9,0,0,226,3,75.33
40879,40880,2014,8,31,7,2,87,80,58,18,88.28,1014,20,SE,11,,,225,3,75.0
40880,40881,2014,8,31,8,2,94,81,66,19,78.24,1014,23,SE,12,0,0,241,3,80.33
40881,40882,2014,8,31,9,2,100,96,67,19,69.4,1015,25,cv,1,0,0,263,3,87.67
40882,40883,2014,8,31,10,2,94,88,61,18,61.44,1014,26,cv,2,0,0,243,3,81.0
40883,40884,2014,8,31,11,2,77,69,50,16,48.15,1014,28,cv,3,0,0,196,3,65.33
40884,40885,2014,8,31,12,2,51,66,44,17,48.42,1013,29,cv,4,0,0,161,3,53.67
40885,40886,2014,8,31,13,2,36,49,35,15,40.24,1013,30,cv,5,0,0,120,3,40.0
40886,40887,2014,8,31,14,2,29,41,32,14,37.73,1012,30,cv,6,0,0,102,3,34.0
40887,40888,2014,8,31,15,2,32,31,37,14,37.73,1012,30,NW,3,0,0,100,3,33.33
40888,40889,2014,8,31,16,2,46,46,40,14,35.63,1012,31,NW,5,0,0,132,3,44.0
40889,40890,2014,8,31,17,2,81,80,58,17,51.31,1012,28,SW,3,0,0,219,3,73.0
40890,40891,2014,8,31,18,2,35,26,36,16,57.44,1013,25,SW,6,0,0,97,3,32.33
40891,40892,2014,8,31,19,2,42,12,33,14,56.95,1013,23,SW,9,0,0,87,3,29.0
40892,40893,2014,8,31,20,2,39,36,32,14,64.32,1014,21,NW,1,0,0,107,3,35.67
40893,40894,2014,8,31,21,2,32,34,33,16,77.79,1014,20,cv,1,0,0,99,3,33.0
40894,40895,2014,8,31,22,2,32,41,33,16,73.14,1014,21,cv,2,0,0,106,3,35.33
40895,40896,2014,8,31,23,2,32,37,33,16,82.77,1014,19,cv,2,0,0,102,3,34.0
40896,40897,2014,9,1,0,3,40,42,44,16,82.77,1014,19,cv,3,0,0,126,3,42.0
40897,40898,2014,9,1,1,3,45,53,41,16,82.77,1014,19,cv,4,0,0,139,3,46.33
40898,40899,2014,9,1,2,3,51,43,42,16,82.77,1014,19,SE,2,0,0,136,3,45.33
40899,40900,2014,9,1,3,3,55,42,42,16,93.84,1014,17,cv,1,0,0,139,3,46.33
40900,40901,2014,9,1,4,3,56,49,46,15,88.02,1014,17,cv,2,0,0,151,3,50.33
40901,40902,2014,9,1,5,3,67,48,52,15,93.8,1015,16,cv,3,0,0,167,3,55.67
40902,40903,2014,9,1,6,3,116,99,72,16,93.84,1015,17,NE,1,0,0,287,3,95.67
40903,40904,2014,9,1,7,3,133,100,90,16,77.79,1015,20,cv,1,0,0,323,3,107.67
40904,40905,2014,9,1,8,3,124,104,66,18,78.09,1015,22,SE,1,0,0,294,3,98.0
40905,40906,2014,9,1,9,3,90,51,46,17,61.21,1015,25,cv,1,0,0,187,3,62.33
40906,40907,2014,9,1,10,3,50,38,35,15,45.16,1015,28,cv,2,0,0,123,3,41.0
40907,40908,2014,9,1,11,3,48,36,34,16,48.15,1014,28,cv,3,0,0,118,3,39.33
40908,40909,2014,9,1,12,3,38,39,33,16,42.9,1013,30,SW,2,,,110,3,36.67
40909,40910,2014,9,1,13,3,45,50,40,15,40.24,1013,30,SW,4,0,0,135,3,45.0
40910,40911,2014,9,1,14,3,34,26,38,15,40.24,1012,30,SW,8,0,0,98,3,32.67
40911,40912,2014,9,1,15,3,32,28,32,12,31.27,1012,31,SW,11,0,0,92,3,30.67
40912,40913,2014,9,1,16,3,26,30,35,15,50.78,1013,26,SE,6,0,0,91,3,30.33
40913,40914,2014,9,1,17,3,30,18,34,14,47.61,1012,26,SE,10,0,0,82,3,27.33
40914,40915,2014,9,1,18,3,35,26,36,15,57.2,1012,24,SE,13,0,0,97,3,32.33
40915,40916,2014,9,1,19,3,45,38,40,16,64.76,1012,23,SE,15,0,0,123,3,41.0
40916,40917,2014,9,1,20,3,48,59,41,16,68.81,1013,22,NE,4,0,0,148,3,49.33
40917,40918,2014,9,1,21,3,47,50,41,15,60.74,1013,23,NE,7,0,0,138,3,46.0
40918,40919,2014,9,1,22,3,47,40,41,16,68.81,1013,22,SE,2,0,0,128,3,42.67
40919,40920,2014,9,1,23,3,40,36,41,17,82.89,1013,20,SE,4,0,0,117,3,39.0
40920,40921,2014,9,2,0,3,52,42,36,17,82.89,1012,20,SE,5,0,0,130,3,43.33
40921,40922,2014,9,2,1,3,55,46,35,17,82.89,1012,20,SE,7,0,0,136,3,45.33
40922,40923,2014,9,2,2,3,59,59,37,17,82.89,1012,20,SE,9,0,0,155,3,51.67
40923,40924,2014,9,2,3,3,61,54,37,17,82.89,1012,20,SE,11,0,0,152,3,50.67
40924,40925,2014,9,2,4,3,56,53,35,17,82.89,1012,20,SE,13,0,0,144,3,48.0
40925,40926,2014,9,2,5,3,55,43,37,17,88.2,1012,19,SE,16,0,0,135,3,45.0
40926,40927,2014,9,2,6,3,47,42,41,17,82.89,1011,20,SE,19,0,0,130,3,43.33
40927,40928,2014,9,2,7,3,46,60,34,18,83.01,1012,21,SE,21,0,0,140,3,46.67
40928,40929,2014,9,2,8,3,45,36,33,19,73.67,1012,24,SE,22,0,0,114,3,38.0
40929,40930,2014,9,2,9,3,49,37,34,17,57.69,1012,26,SW,4,0,0,120,3,40.0
40930,40931,2014,9,2,10,3,28,25,29,16,54.14,1012,26,SW,8,0,0,82,3,27.33
40931,40932,2014,9,2,11,3,21,20,25,14,47.61,1011,26,SW,11,0,0,66,3,22.0
40932,40933,2014,9,2,12,3,21,20,26,15,45.16,1011,28,SW,14,0,0,67,3,22.33
40933,40934,2014,9,2,13,3,30,22,27,15,45.16,1010,28,SW,18,,,79,3,26.33
40934,40935,2014,9,2,14,3,16,2,29,15,42.62,1009,29,SW,23,0,0,47,3,15.67
40935,40936,2014,9,2,15,3,7,,20,16,64.76,1010,23,NW,8,0,0,27,2,13.5
40936,40937,2014,9,2,16,3,6,3,19,16,68.81,1011,22,NW,11,0,0,28,3,9.33
40937,40938,2014,9,2,17,3,14,3,19,16,68.81,1012,22,SE,2,3.6,3.6,36,3,12.0
40938,40939,2014,9,2,18,3,37,,20,18,100,1012,18,NW,4,0.7,4.3,57,2,28.5
40939,40940,2014,9,2,19,3,26,2,24,18,100,1012,18,NW,7,0.2,4.5,52,3,17.33
40940,40941,2014,9,2,20,3,23,29,22,17,93.89,1012,18,NW,10,0.1,4.6,74,3,24.67
40941,40942,2014,9,2,21,3,19,,24,17,93.89,1012,18,NE,4,0.3,4.9,43,2,21.5
40942,40943,2014,9,2,22,3,17,26,22,17,93.89,1012,18,NW,2,0.6,5.5,65,3,21.67
40943,40944,2014,9,2,23,3,15,8,21,16,93.84,1011,17,NE,2,0,0,44,3,14.67
40944,40945,2014,9,3,0,3,16,23,24,16,93.84,1010,17,NE,5,0.1,0.1,63,3,21.0
40945,40946,2014,9,3,1,3,16,16,23,16,93.84,1010,17,NW,3,0,0,55,3,18.33
40946,40947,2014,9,3,2,3,18,17,21,16,93.84,1010,17,NW,7,0,0,56,3,18.67
40947,40948,2014,9,3,3,3,17,21,21,16,100,1009,16,NW,11,0,0,59,3,19.67
40948,40949,2014,9,3,4,3,19,22,19,16,100,1009,16,NW,14,0,0,60,3,20.0
40949,40950,2014,9,3,5,3,25,27,19,15,93.8,1009,16,NW,17,0,0,71,3,23.67
40950,40951,2014,9,3,6,3,23,26,24,16,100,1009,16,NW,21,0,0,73,3,24.33
40951,40952,2014,9,3,7,3,23,26,22,16,93.84,1009,17,NW,26,0,0,71,3,23.67
40952,40953,2014,9,3,8,3,26,5,22,15,88.02,1009,17,NW,31,0,0,53,3,17.67
40953,40954,2014,9,3,9,3,29,37,23,15,82.65,1009,18,NW,36,0,0,89,3,29.67
40954,40955,2014,9,3,10,3,25,31,21,16,88.11,1009,18,NW,40,0,0,77,3,25.67
40955,40956,2014,9,3,11,3,20,36,20,16,77.79,1008,20,NW,44,0,0,76,3,25.33
40956,40957,2014,9,3,12,3,13,6,17,16,73.14,1008,21,NW,47,,,36,3,12.0
40957,40958,2014,9,3,13,3,7,7,15,16,64.76,1007,23,NE,3,0,0,29,3,9.67
40958,40959,2014,9,3,14,3,4,3,14,13,50.24,1006,24,NE,6,0,0,21,3,7.0
40959,40960,2014,9,3,15,3,3,,14,11,44.04,1005,24,NW,4,0,0,17,2,8.5
40960,40961,2014,9,3,16,3,5,,14,10,41.2,1005,24,NE,4,0,0,19,2,9.5
40961,40962,2014,9,3,17,3,6,16,15,9,38.53,1005,24,NW,4,0,0,37,3,12.33
40962,40963,2014,9,3,18,3,11,,15,9,46.21,1006,21,NE,3,0,0,26,2,13.0
40963,40964,2014,9,3,19,3,14,11,18,9,49.15,1006,20,NE,6,0,0,43,3,14.33
40964,40965,2014,9,3,20,3,12,22,20,11,67.78,1006,17,NE,7,0,0,54,3,18.0
40965,40966,2014,9,3,21,3,17,18,22,12,77.17,1006,16,cv,1,0,0,57,3,19.0
40966,40967,2014,9,3,22,3,24,47,29,13,87.84,1006,15,SE,3,0,0,100,3,33.33
40967,40968,2014,9,3,23,3,23,29,30,13,87.84,1006,15,SE,6,0,0,82,3,27.33
40968,40969,2014,9,4,0,3,37,23,29,12,93.65,1006,13,cv,1,0,0,89,3,29.67
40969,40970,2014,9,4,1,3,52,64,26,12,93.65,1006,13,SW,1,0,0,142,3,47.33
40970,40971,2014,9,4,2,3,61,46,39,13,93.7,1005,14,SE,3,0,0,146,3,48.67
40971,40972,2014,9,4,3,3,61,112,50,12,93.65,1005,13,SE,5,0,0,223,3,74.33
40972,40973,2014,9,4,4,3,104,55,34,13,93.7,1004,14,SE,8,0,0,193,3,64.33
40973,40974,2014,9,4,5,3,67,60,42,13,93.7,1004,14,SE,11,0,0,169,3,56.33
40974,40975,2014,9,4,6,3,75,39,51,13,93.7,1004,14,SE,15,0,0,165,3,55.0
40975,40976,2014,9,4,7,3,59,49,44,14,87.93,1004,16,SE,19,0,0,152,3,50.67
40976,40977,2014,9,4,8,3,39,25,28,14,72.78,1004,19,SE,22,0,0,92,3,30.67
40977,40978,2014,9,4,9,3,32,31,28,15,64.54,1004,22,SW,2,0,0,91,3,30.33
40978,40979,2014,9,4,10,3,28,25,27,12,47.05,1004,24,SW,7,0,0,80,3,26.67
40979,40980,2014,9,4,11,3,32,29,27,14,50.51,1003,25,SW,13,,,88,3,29.33
40980,40981,2014,9,4,12,3,24,34,24,16,54.14,1003,26,SW,21,0,0,82,3,27.33
40981,40982,2014,9,4,13,3,24,33,21,17,54.39,1002,27,SW,28,0,0,78,3,26.0
40982,40983,2014,9,4,14,3,29,35,26,18,54.65,1002,28,SW,35,0,0,90,3,30.0
40983,40984,2014,9,4,15,3,22,33,27,13,39.67,1002,28,SW,42,0,0,82,3,27.33
40984,40985,2014,9,4,16,3,5,,17,13,42.06,1003,27,NW,6,0,0,22,2,11.0
40985,40986,2014,9,4,17,3,6,10,18,9,36.29,1005,25,NW,12,0,0,34,3,11.33
40986,40987,2014,9,4,18,3,10,13,21,9,43.47,1006,22,NW,15,0,0,44,3,14.67
40987,40988,2014,9,4,19,3,13,6,21,9,49.15,1007,20,NW,19,0,0,40,3,13.33
40988,40989,2014,9,4,20,3,11,,20,9,52.3,1008,19,NE,2,0,0,31,2,15.5
40989,40990,2014,9,4,21,3,10,,25,11,72.23,1008,16,SE,2,0,0,35,2,17.5
40990,40991,2014,9,4,22,3,13,34,25,11,72.23,1009,16,SE,3,0,0,72,3,24.0
40991,40992,2014,9,4,23,3,14,10,22,11,82.14,1009,14,SE,4,0,0,46,3,15.33
40992,40993,2014,9,5,0,3,11,1,16,11,82.14,1010,14,cv,1,0,0,28,3,9.33
40993,40994,2014,9,5,1,3,10,14,16,11,87.66,1010,13,SE,2,0,0,40,3,13.33
40994,40995,2014,9,5,2,3,10,20,30,11,93.6,1010,12,SE,3,0,0,60,3,20.0
40995,40996,2014,9,5,3,3,13,,28,11,93.6,1010,12,cv,1,0,0,41,2,20.5
40996,40997,2014,9,5,4,3,12,30,28,11,93.6,1010,12,SE,1,0,0,70,3,23.33
40997,40998,2014,9,5,5,3,25,23,32,10,87.57,1011,12,NE,2,0,0,80,3,26.67
40998,40999,2014,9,5,6,3,63,64,50,11,87.66,1012,13,NE,4,0,0,177,3,59.0
40999,41000,2014,9,5,7,3,68,86,114,12,82.27,1013,15,SE,2,0,0,268,3,89.33
41000,41001,2014,9,5,8,3,137,178,127,13,68.2,1013,19,SE,3,0,0,442,3,147.33
41001,41002,2014,9,5,9,3,104,94,113,12,56.44,1013,21,NE,2,0,0,311,3,103.67
41002,41003,2014,9,5,10,3,39,91,77,11,49.7,1013,22,NE,4,0,0,207,3,69.0
41003,41004,2014,9,5,11,3,32,48,52,12,49.97,1013,23,NE,6,0,0,132,3,44.0
41004,41005,2014,9,5,12,3,33,23,43,12,44.33,1012,25,cv,2,0,0,99,3,33.0
41005,41006,2014,9,5,13,3,33,69,46,10,36.58,1011,26,cv,4,0,0,148,3,49.33
41006,41007,2014,9,5,14,3,45,56,46,10,34.49,1011,27,cv,6,0,0,147,3,49.0
41007,41008,2014,9,5,15,3,37,44,44,10,36.58,1011,26,cv,7,0,0,125,3,41.67
41008,41009,2014,9,5,16,3,53,63,42,11,36.87,1010,27,NW,1,0,0,158,3,52.67
41009,41010,2014,9,5,17,3,68,71,39,12,44.33,1011,25,SW,2,0,0,178,3,59.33
41010,41011,2014,9,5,18,3,21,72,48,13,53.36,1011,23,SW,3,0,0,141,3,47.0
41011,41012,2014,9,5,19,3,22,56,53,13,64.09,1011,20,SW,4,0,0,131,3,43.67
41012,41013,2014,9,5,20,3,65,83,54,15,82.65,1012,18,cv,0,0,0,202,3,67.33
41013,41014,2014,9,5,21,3,81,86,48,15,82.65,1012,18,SE,2,0,0,215,3,71.67
41014,41015,2014,9,5,22,3,51,69,65,14,77.48,1012,18,SE,4,0,0,185,3,61.67
41015,41016,2014,9,5,23,3,63,70,60,14,77.48,1012,18,SE,7,0,0,193,3,64.33
41016,41017,2014,9,6,0,3,72,66,63,14,82.52,1012,17,SE,10,0,0,201,3,67.0
41017,41018,2014,9,6,1,3,129,119,95,13,77.32,1012,17,SE,12,0,0,343,3,114.33
41018,41019,2014,9,6,2,3,133,131,112,13,82.4,1012,16,cv,1,0,0,376,3,125.33
41019,41020,2014,9,6,3,3,128,104,98,13,82.4,1013,16,cv,2,0,0,330,3,110.0
41020,41021,2014,9,6,4,3,124,122,84,12,87.75,1013,14,NE,2,0,0,330,3,110.0
41021,41022,2014,9,6,5,3,109,123,86,12,87.75,1013,14,NE,5,,,318,3,106.0
41022,41023,2014,9,6,6,3,99,77,82,13,87.84,1013,15,NE,8,0,0,258,3,86.0
41023,41024,2014,9,6,7,3,80,99,78,14,77.48,1013,18,SE,3,0,0,257,3,85.67
41024,41025,2014,9,6,8,3,86,93,83,14,64.32,1014,21,SE,5,0,0,262,3,87.33
41025,41026,2014,9,6,9,3,86,66,77,15,57.2,1014,24,cv,1,0,0,229,3,76.33
41026,41027,2014,9,6,10,3,54,47,59,17,57.69,1013,26,cv,2,0,0,160,3,53.33
41027,41028,2014,9,6,11,3,31,34,38,14,44.89,1013,27,cv,3,0,0,103,3,34.33
41028,41029,2014,9,6,12,3,18,25,33,14,39.96,1012,29,cv,5,0,0,76,3,25.33
41029,41030,2014,9,6,13,3,20,20,30,13,35.35,1011,30,cv,7,0,0,70,3,23.33
41030,41031,2014,9,6,14,3,23,31,31,13,35.35,1011,30,cv,8,0,0,85,3,28.33
41031,41032,2014,9,6,15,3,33,36,38,13,35.35,1010,30,SW,2,0,0,107,3,35.67
41032,41033,2014,9,6,16,3,32,48,40,12,33.11,1010,30,SW,4,0,0,120,3,40.0
41033,41034,2014,9,6,17,3,49,53,48,15,45.16,1010,28,SW,5,0,0,150,3,50.0
41034,41035,2014,9,6,18,3,77,64,55,15,57.2,1010,24,SW,6,0,0,196,3,65.33
41035,41036,2014,9,6,19,3,81,77,59,16,68.81,1010,22,SE,1,0,0,217,3,72.33
41036,41037,2014,9,6,20,3,84,102,67,16,77.79,1011,20,SE,2,0,0,253,3,84.33
41037,41038,2014,9,6,21,3,82,80,79,17,82.89,1011,20,SE,3,0,0,241,3,80.33
41038,41039,2014,9,6,22,3,79,101,92,17,88.2,1011,19,SE,5,0,0,272,3,90.67
41039,41040,2014,9,6,23,3,92,104,77,16,82.77,1011,19,SE,7,0,0,273,3,91.0
41040,41041,2014,9,7,0,3,102,96,73,16,88.11,1011,18,SE,8,0,0,271,3,90.33
41041,41042,2014,9,7,1,3,100,93,69,15,88.02,1011,17,cv,1,0,0,262,3,87.33
41042,41043,2014,9,7,2,3,97,107,70,15,88.02,1010,17,cv,2,0,0,274,3,91.33
41043,41044,2014,9,7,3,3,99,91,73,16,93.84,1010,17,SE,2,0,0,263,3,87.67
41044,41045,2014,9,7,4,3,92,81,85,16,88.11,1010,18,SE,3,0,0,258,3,86.0
41045,41046,2014,9,7,5,3,100,84,77,15,88.02,1010,17,SE,5,0,0,261,3,87.0
41046,41047,2014,9,7,6,3,99,83,82,16,93.84,1010,17,SE,7,0,0,264,3,88.0
41047,41048,2014,9,7,7,3,102,96,90,17,88.2,1010,19,SE,10,0,0,288,3,96.0
41048,41049,2014,9,7,8,3,106,74,76,19,83.13,1010,22,SE,12,0,0,256,3,85.33
41049,41050,2014,9,7,9,3,103,85,73,19,73.67,1010,24,SW,3,0,0,261,3,87.0
41050,41051,2014,9,7,10,3,68,68,64,18,61.44,1009,26,SW,6,0,0,200,3,66.67
41051,41052,2014,9,7,11,3,64,85,59,19,61.67,1009,27,SW,10,0,0,208,3,69.33
41052,41053,2014,9,7,12,3,87,99,80,17,54.39,1008,27,SW,14,,,266,3,88.67
41053,41054,2014,9,7,13,3,120,121,102,16,45.44,1007,29,SW,18,,,343,3,114.33
41054,41055,2014,9,7,14,3,138,141,125,15,45.16,1006,28,SW,25,0,0,404,3,134.67
41055,41056,2014,9,7,15,3,98,110,103,15,45.16,1006,28,SW,31,0,0,311,3,103.67
41056,41057,2014,9,7,16,3,101,99,101,15,47.88,1006,27,SW,36,0,0,301,3,100.33
41057,41058,2014,9,7,17,3,103,111,108,16,54.14,1005,26,SW,40,0,0,322,3,107.33
41058,41059,2014,9,7,18,3,100,118,105,17,64.98,1005,24,SW,43,0,0,323,3,107.67
41059,41060,2014,9,7,19,3,105,110,102,17,69.01,1006,23,SW,45,0,0,317,3,105.67
41060,41061,2014,9,7,20,3,114,98,95,17,73.32,1006,22,SW,47,0,0,307,3,102.33
41061,41062,2014,9,7,21,3,103,79,87,17,69.01,1006,23,SW,49,0,0,269,3,89.67
41062,41063,2014,9,7,22,3,101,115,93,17,69.01,1006,23,SW,51,0,0,309,3,103.0
41063,41064,2014,9,7,23,3,92,98,94,18,73.5,1005,23,SW,54,0.9,0.9,284,3,94.67
41064,41065,2014,9,8,0,3,27,11,41,18,93.94,1006,19,SW,60,0.1,1,79,3,26.33
41065,41066,2014,9,8,1,3,24,12,36,18,100,1006,18,SW,63,0,0,72,3,24.0
41066,41067,2014,9,8,2,3,31,38,38,17,93.89,1005,18,SE,3,7.7,7.7,107,3,35.67
41067,41068,2014,9,8,3,3,25,38,30,18,93.94,1007,19,NW,1,0.1,7.8,93,3,31.0
41068,41069,2014,9,8,4,3,22,17,25,15,77.64,1007,19,NW,4,0,0,64,3,21.33
41069,41070,2014,9,8,5,3,8,,24,16,88.11,1008,18,SW,3,0,0,32,2,16.0
41070,41071,2014,9,8,6,3,6,19,21,11,67.78,1009,17,NW,3,0,0,46,3,15.33
41071,41072,2014,9,8,7,3,5,,20,10,52.56,1009,20,cv,0,0,0,25,2,12.5
41072,41073,2014,9,8,8,3,4,4,19,8,43.19,1009,21,NW,4,0,0,27,3,9.0
41073,41074,2014,9,8,9,3,3,6,18,7,40.34,1009,21,NW,10,0,0,27,3,9.0
41074,41075,2014,9,8,10,3,3,1,18,7,37.95,1009,22,NW,16,0,0,22,3,7.33
41075,41076,2014,9,8,11,3,4,,17,6,33.34,1009,23,NW,20,0,0,21,2,10.5
41076,41077,2014,9,8,12,3,4,,16,6,33.34,1008,23,NW,23,,,20,2,10.0
41077,41078,2014,9,8,13,3,3,,15,5,29.29,1008,24,NW,28,0,0,18,2,9.0
41078,41079,2014,9,8,14,3,3,,14,6,31.39,1007,24,NW,31,,,17,2,8.5
41079,41080,2014,9,8,15,3,4,,13,5,27.59,1007,25,SW,4,0,0,17,2,8.5
41080,41081,2014,9,8,16,3,7,,13,3,23.97,1007,25,SW,8,0,0,20,2,10.0
41081,41082,2014,9,8,17,3,17,,13,5,29.29,1007,24,NW,3,0,0,30,2,15.0
41082,41083,2014,9,8,18,3,17,,14,8,45.93,1007,20,SW,1,0,0,31,2,15.5
41083,41084,2014,9,8,19,3,24,16,16,8,52.02,1008,18,SW,3,0,0,56,3,18.67
41084,41085,2014,9,8,20,3,22,15,18,10,67.57,1008,16,SW,4,0,0,55,3,18.33
41085,41086,2014,9,8,21,3,27,23,19,9,63.18,1009,16,SE,2,0,0,69,3,23.0
41086,41087,2014,9,8,22,3,25,22,19,10,76.84,1009,14,SE,4,0,0,66,3,22.0
41087,41088,2014,9,8,23,3,22,16,20,10,82.01,1009,13,SE,6,0,0,58,3,19.33
41088,41089,2014,9,9,0,3,28,22,22,10,93.55,1009,11,cv,1,0,0,72,3,24.0
41089,41090,2014,9,9,1,3,41,35,23,9,87.47,1009,11,cv,2,0,0,99,3,33.0
41090,41091,2014,9,9,2,3,49,43,25,9,93.5,1009,10,cv,3,0,0,117,3,39.0
41091,41092,2014,9,9,3,3,56,48,32,9,93.5,1009,10,cv,4,0,0,136,3,45.33
41092,41093,2014,9,9,4,3,67,49,29,7,87.28,1009,9,cv,5,0,0,145,3,48.33
41093,41094,2014,9,9,5,3,69,39,30,8,93.45,1010,9,cv,6,0,0,138,3,46.0
41094,41095,2014,9,9,6,3,75,64,33,9,93.5,1010,10,cv,7,0,0,172,3,57.33
41095,41096,2014,9,9,7,3,68,69,33,11,87.66,1011,13,cv,8,0,0,170,3,56.67
41096,41097,2014,9,9,8,3,20,52,39,12,77.17,1011,16,SW,1,0,0,111,3,37.0
41097,41098,2014,9,9,9,3,8,11,28,11,59.78,1012,19,cv,1,0,0,47,3,15.67
41098,41099,2014,9,9,10,3,5,6,18,8,40.63,1012,22,cv,2,0,0,29,3,9.67
41099,41100,2014,9,9,11,3,6,4,15,5,31.1,1011,23,cv,3,0,0,25,3,8.33
41100,41101,2014,9,9,12,3,6,3,14,-1,19.07,1011,24,NW,4,0,0,23,3,7.67
41101,41102,2014,9,9,13,3,4,1,14,-2,16.69,1011,25,NW,9,,,19,3,6.33
41102,41103,2014,9,9,14,3,3,1,12,2,22.32,1010,25,NW,13,0,0,16,3,5.33
41103,41104,2014,9,9,15,3,3,1,12,0,19.33,1010,25,NW,16,0,0,16,3,5.33
41104,41105,2014,9,9,16,3,3,4,12,-1,17.97,1010,25,NW,20,0,0,19,3,6.33
41105,41106,2014,9,9,17,3,7,6,12,-1,19.07,1010,24,NW,23,0,0,25,3,8.33
41106,41107,2014,9,9,18,3,9,8,14,-1,22.88,1010,21,NW,25,0,0,31,3,10.33
41107,41108,2014,9,9,19,3,18,23,16,0,27.85,1010,19,NE,3,0,0,57,3,19.0
41108,41109,2014,9,9,20,3,23,21,18,1,31.87,1011,18,NE,6,0,0,62,3,20.67
41109,41110,2014,9,9,21,3,26,14,17,4,47.74,1012,15,NE,7,0,0,57,3,19.0
41110,41111,2014,9,9,22,3,28,20,20,4,54.35,1012,13,SE,2,0,0,68,3,22.67
41111,41112,2014,9,9,23,3,41,22,24,6,66.71,1012,12,SE,3,0,0,87,3,29.0
41112,41113,2014,9,10,0,3,45,18,47,7,81.61,1013,10,SE,4,0,0,110,3,36.67
41113,41114,2014,9,10,1,3,31,40,44,7,87.28,1013,9,SE,5,0,0,115,3,38.33
41114,41115,2014,9,10,2,3,48,31,34,6,71.27,1013,11,SE,7,0,0,113,3,37.67
41115,41116,2014,9,10,3,3,66,72,55,5,81.34,1013,8,cv,0,0,0,193,3,64.33
41116,41117,2014,9,10,4,3,66,102,70,6,87.19,1014,8,SE,1,0,0,238,3,79.33
41117,41118,2014,9,10,5,3,110,85,56,5,81.34,1014,8,NE,2,0,0,251,3,83.67
41118,41119,2014,9,10,6,3,85,79,66,6,81.48,1015,9,NE,4,0,0,230,3,76.67
41119,41120,2014,9,10,7,3,65,101,83,6,66.71,1015,12,SE,2,0,0,249,3,83.0
41120,41121,2014,9,10,8,3,72,91,87,9,67.36,1015,15,SE,3,0,0,250,3,83.33
41121,41122,2014,9,10,9,3,58,79,62,6,42.61,1015,19,cv,1,0,0,199,3,66.33
41122,41123,2014,9,10,10,3,41,56,57,4,30.81,1015,22,cv,2,0,0,154,3,51.33
41123,41124,2014,9,10,11,3,32,54,50,3,25.45,1015,24,SE,1,0,0,136,3,45.33
41124,41125,2014,9,10,12,3,20,35,37,2,22.32,1015,25,SE,3,0,0,92,3,30.67
41125,41126,2014,9,10,13,3,17,19,28,-1,16.93,1014,26,cv,2,,,64,3,21.33
41126,41127,2014,9,10,14,3,15,11,22,0,17.18,1014,27,cv,3,0,0,48,3,16.0
41127,41128,2014,9,10,15,3,9,10,21,2,19.84,1013,27,NW,2,0,0,40,3,13.33
41128,41129,2014,9,10,16,3,8,8,20,4,24.24,1013,26,SW,3,0,0,36,3,12.0
41129,41130,2014,9,10,17,3,14,7,20,7,31.68,1013,25,SW,5,0,0,41,3,13.67
41130,41131,2014,9,10,18,3,17,19,23,8,43.19,1014,21,cv,1,0,0,59,3,19.67
41131,41132,2014,9,10,19,3,24,32,31,9,55.67,1014,18,cv,2,,,87,3,29.0
41132,41133,2014,9,10,20,3,27,41,33,6,42.61,1014,19,NE,3,0,0,101,3,33.67
41133,41134,2014,9,10,21,3,35,31,30,8,67.15,1015,14,SE,2,0,0,96,3,32.0
41134,41135,2014,9,10,22,3,59,35,38,8,67.15,1015,14,SE,3,0,0,132,3,44.0
