,No,year,month,day,hour,season,HUMI,TEMP,cbwd,TEMP_new,cbwd_new_bfill,cbwd_new_ffill
48839,48840,2015,7,28,23,2,83.48,25.0,SE,25.0,SE,SE
48840,48841,2015,7,29,0,2,88.62,24.0,SE,24.0,SE,SE
48841,48842,2015,7,29,1,2,94.12,23.0,SW,23.0,SW,SW
48842,48843,2015,7,29,2,2,94.12,23.0,SW,23.0,SW,SW
48843,48844,2015,7,29,3,2,94.12,23.0,NW,23.0,NW,NW
48844,48845,2015,7,29,4,2,94.12,23.0,SE,23.0,SE,SE
48845,48846,2015,7,29,5,2,94.12,23.0,NE,23.0,NE,NE
48846,48847,2015,7,29,6,2,94.12,23.0,NE,23.0,NE,NE
48847,48848,2015,7,29,7,2,94.16,24.0,SE,24.0,SE,SE
48848,48849,2015,7,29,8,2,88.7,25.0,SE,25.0,SE,SE
48849,48850,2015,7,29,9,2,74.19,27.0,SE,27.0,SE,SE
48850,48851,2015,7,29,10,2,69.98,28.0,SW,28.0,SW,SW
48851,48852,2015,7,29,11,2,62.35,30.0,SW,30.0,SW,SW
48852,48853,2015,7,29,12,2,70.17,29.0,SW,29.0,SW,SW
48853,48854,2015,7,29,13,2,66.04,29.0,SW,29.0,SW,SW
48854,48855,2015,7,29,14,2,62.35,30.0,SW,30.0,SW,SW
48855,48856,2015,7,29,15,2,62.57,31.0,SW,31.0,SW,SW
48856,48857,2015,7,29,16,2,66.25,30.0,SW,30.0,SW,SW
48857,48858,2015,7,29,17,2,74.52,29.0,SW,29.0,SW,SW
48858,48859,2015,7,29,18,2,74.52,29.0,SW,29.0,SW,SW
48859,48860,2015,7,29,19,2,78.97,28.0,cv,28.0,cv,cv
48860,48861,2015,7,29,20,2,78.82,27.0,NW,27.0,NW,NW
48861,48862,2015,7,29,21,2,88.62,24.0,SE,24.0,SE,SE
48862,48863,2015,7,29,22,2,94.12,23.0,NW,23.0,NW,NW
48863,48864,2015,7,29,23,2,94.12,23.0,SE,23.0,SE,SE
48864,48865,2015,7,30,0,2,88.54,23.0,SE,23.0,SE,SE
48865,48866,2015,7,30,1,2,88.54,23.0,NW,23.0,NW,NW
48866,48867,2015,7,30,2,2,94.12,23.0,NE,23.0,NE,NE
48867,48868,2015,7,30,3,2,88.54,23.0,NE,23.0,NE,NE
48868,48869,2015,7,30,4,2,88.54,23.0,SW,23.0,SW,SW
48869,48870,2015,7,30,5,2,88.54,23.0,NE,23.0,NE,NE
48870,48871,2015,7,30,6,2,94.07,22.0,SE,22.0,SE,SE
48871,48872,2015,7,30,7,2,100.0,22.0,SE,22.0,SE,SE
48872,48873,2015,7,30,8,2,94.12,23.0,SE,23.0,SE,SE
48873,48874,2015,7,30,9,2,94.12,23.0,NE,23.0,NE,NE
48874,48875,2015,7,30,10,2,94.16,24.0,NW,24.0,NW,NW
48875,48876,2015,7,30,11,2,88.7,25.0,NW,25.0,NW,NW
48876,48877,2015,7,30,12,2,94.16,24.0,NW,24.0,NW,NW
48877,48878,2015,7,30,13,2,94.2,25.0,cv,25.0,cv,cv
48878,48879,2015,7,30,14,2,94.12,23.0,NE,23.0,NE,NE
48879,48880,2015,7,30,15,2,94.12,23.0,NE,23.0,NE,NE
48880,48881,2015,7,30,16,2,78.53,25.0,NE,25.0,NE,NE
48881,48882,2015,7,30,17,2,78.68,26.0,NW,26.0,NW,NW
48882,48883,2015,7,30,18,2,83.48,25.0,NE,25.0,NE,NE
48883,48884,2015,7,30,19,2,83.37,24.0,NE,24.0,NE,NE
48884,48885,2015,7,30,20,2,88.62,24.0,NW,24.0,NW,NW
48885,48886,2015,7,30,21,2,88.54,23.0,NE,23.0,NE,NE
48886,48887,2015,7,30,22,2,88.54,23.0,NE,23.0,NE,NE
48887,48888,2015,7,30,23,2,94.07,22.0,NE,22.0,NE,NE
48888,48889,2015,7,31,0,2,94.03,21.0,cv,21.0,cv,cv
48889,48890,2015,7,31,1,2,94.03,21.0,cv,21.0,cv,cv
48890,48891,2015,7,31,2,2,94.03,21.0,NE,21.0,NE,NE
48891,48892,2015,7,31,3,2,100.0,20.0,NE,20.0,NE,NE
48892,48893,2015,7,31,4,2,94.03,21.0,SE,21.0,SE,SE
48893,48894,2015,7,31,5,2,100.0,21.0,SE,21.0,SE,SE
48894,48895,2015,7,31,6,2,100.0,21.0,cv,21.0,cv,cv
48895,48896,2015,7,31,7,2,100.0,21.0,NE,21.0,NE,NE
48896,48897,2015,7,31,8,2,100.0,22.0,SE,22.0,SE,SE
48897,48898,2015,7,31,9,2,88.62,24.0,cv,24.0,cv,cv
48898,48899,2015,7,31,10,2,83.48,25.0,NE,25.0,NE,NE
48899,48900,2015,7,31,11,2,78.68,26.0,NE,26.0,NE,NE
48900,48901,2015,7,31,12,2,69.79,27.0,NE,27.0,NE,NE
48901,48902,2015,7,31,13,2,69.79,27.0,NE,27.0,NE,NE
48902,48903,2015,7,31,14,2,65.83,28.0,NE,28.0,NE,NE
48903,48904,2015,7,31,15,2,65.83,28.0,NE,28.0,NE,NE
48904,48905,2015,7,31,16,2,58.42,29.0,SE,29.0,SE,SE
48905,48906,2015,7,31,17,2,58.42,29.0,NW,29.0,NW,NW
48906,48907,2015,7,31,18,2,65.83,28.0,NE,28.0,NE,NE
48907,48908,2015,7,31,19,2,83.37,24.0,SW,24.0,SW,SW
48908,48909,2015,7,31,20,2,88.54,23.0,NE,23.0,NE,NE
48909,48910,2015,7,31,21,2,83.25,23.0,NE,23.0,NE,NE
48910,48911,2015,7,31,22,2,94.07,22.0,NE,22.0,NE,NE
48911,48912,2015,7,31,23,2,88.54,23.0,NE,23.0,NE,NE
48912,48913,2015,8,1,0,2,94.07,22.0,NE,22.0,NE,NE
48913,48914,2015,8,1,1,2,94.07,22.0,NE,22.0,NE,NE
48914,48915,2015,8,1,2,2,94.07,22.0,NE,22.0,NE,NE
48915,48916,2015,8,1,3,2,94.07,22.0,NE,22.0,NE,NE
48916,48917,2015,8,1,4,2,100.0,22.0,SE,22.0,SE,SE
48917,48918,2015,8,1,5,2,94.07,22.0,SE,22.0,SE,SE
48918,48919,2015,8,1,6,2,94.12,23.0,cv,23.0,cv,cv
48919,48920,2015,8,1,7,2,94.12,23.0,cv,23.0,cv,cv
48920,48921,2015,8,1,8,2,88.7,25.0,SW,25.0,SW,SW
48921,48922,2015,8,1,9,2,88.7,25.0,SW,25.0,SW,SW
48922,48923,2015,8,1,10,2,83.6,26.0,SW,26.0,SW,SW
48923,48924,2015,8,1,11,2,78.82,27.0,SW,27.0,SW,SW
48924,48925,2015,8,1,12,2,69.98,28.0,SW,28.0,SW,SW
48925,48926,2015,8,1,13,2,70.17,29.0,SW,29.0,SW,SW
48926,48927,2015,8,1,14,2,66.25,30.0,SW,30.0,SW,SW
48927,48928,2015,8,1,15,2,70.17,29.0,SW,29.0,SW,SW
48928,48929,2015,8,1,16,2,70.17,29.0,SW,29.0,SW,SW
48929,48930,2015,8,1,17,2,70.17,29.0,SW,29.0,SW,SW
48930,48931,2015,8,1,18,2,74.35,28.0,SW,28.0,SW,SW
48931,48932,2015,8,1,19,2,78.82,27.0,SE,27.0,SE,SE
48932,48933,2015,8,1,20,2,83.6,26.0,SE,26.0,SE,SE
48933,48934,2015,8,1,21,2,88.7,25.0,SE,25.0,SE,SE
48934,48935,2015,8,1,22,2,88.7,25.0,SE,25.0,SE,SE
48935,48936,2015,8,1,23,2,94.16,24.0,cv,24.0,cv,cv
48936,48937,2015,8,2,0,2,88.62,24.0,SW,24.0,SW,SW
48937,48938,2015,8,2,1,2,88.62,24.0,SE,24.0,SE,SE
48938,48939,2015,8,2,2,2,88.62,24.0,SE,24.0,SE,SE
48939,48940,2015,8,2,3,2,88.54,23.0,cv,23.0,cv,cv
48940,48941,2015,8,2,4,2,88.54,23.0,SE,23.0,SE,SE
48941,48942,2015,8,2,5,2,88.45,22.0,cv,22.0,cv,cv
48942,48943,2015,8,2,6,2,88.54,23.0,SE,23.0,SE,SE
48943,48944,2015,8,2,7,2,78.53,25.0,SE,25.0,SE,SE
48944,48945,2015,8,2,8,2,74.02,26.0,SW,26.0,SW,SW
48945,48946,2015,8,2,9,2,74.19,27.0,SW,27.0,SW,SW
48946,48947,2015,8,2,10,2,83.48,25.0,SW,25.0,SW,SW
48947,48948,2015,8,2,11,2,78.82,27.0,SW,27.0,SW,SW
48948,48949,2015,8,2,12,2,70.17,29.0,SW,29.0,SW,SW
48949,48950,2015,8,2,13,2,74.35,28.0,SW,28.0,SW,SW
48950,48951,2015,8,2,14,2,83.6,26.0,SW,26.0,SW,SW
48951,48952,2015,8,2,15,2,78.82,27.0,SW,27.0,SW,SW
48952,48953,2015,8,2,16,2,78.97,28.0,SW,28.0,SW,SW
48953,48954,2015,8,2,17,2,78.97,28.0,SW,28.0,SW,SW
48954,48955,2015,8,2,18,2,83.71,27.0,SW,27.0,SW,SW
48955,48956,2015,8,2,19,2,88.78,26.0,SW,26.0,SW,SW
48956,48957,2015,8,2,20,2,88.78,26.0,SE,26.0,SE,SE
48957,48958,2015,8,2,21,2,88.7,25.0,SW,25.0,SW,SW
48958,48959,2015,8,2,22,2,88.7,25.0,SW,25.0,SW,SW
48959,48960,2015,8,2,23,2,88.7,25.0,SW,25.0,SW,SW
48960,48961,2015,8,3,0,2,88.7,25.0,SW,25.0,SW,SW
48961,48962,2015,8,3,1,2,88.7,25.0,SW,25.0,SW,SW
48962,48963,2015,8,3,2,2,88.7,25.0,SW,25.0,SW,SW
48963,48964,2015,8,3,3,2,88.7,25.0,cv,25.0,cv,cv
48964,48965,2015,8,3,4,2,88.7,25.0,SW,25.0,SW,SW
48965,48966,2015,8,3,5,2,88.7,25.0,cv,25.0,cv,cv
48966,48967,2015,8,3,6,2,88.7,25.0,SW,25.0,SW,SW
48967,48968,2015,8,3,7,2,94.2,25.0,cv,25.0,cv,cv
48968,48969,2015,8,3,8,2,83.71,27.0,SW,27.0,SW,SW
48969,48970,2015,8,3,9,2,78.97,28.0,SW,28.0,SW,SW
48970,48971,2015,8,3,10,2,79.11,29.0,SW,29.0,SW,SW
48971,48972,2015,8,3,11,2,74.52,29.0,SW,29.0,SW,SW
48972,48973,2015,8,3,12,2,70.36,30.0,SW,30.0,SW,SW
48973,48974,2015,8,3,13,2,74.69,30.0,SW,30.0,SW,SW
48974,48975,2015,8,3,14,2,70.36,30.0,SW,30.0,SW,SW
48975,48976,2015,8,3,15,2,74.69,30.0,SW,30.0,SW,SW
48976,48977,2015,8,3,16,2,79.11,29.0,SW,29.0,SW,SW
48977,48978,2015,8,3,17,2,79.11,29.0,SW,29.0,SW,SW
48978,48979,2015,8,3,18,2,83.82,28.0,SW,28.0,SW,SW
48979,48980,2015,8,3,19,2,88.86,27.0,SW,27.0,SW,SW
48980,48981,2015,8,3,20,2,88.86,27.0,SW,27.0,SW,SW
48981,48982,2015,8,3,21,2,94.25,26.0,SW,26.0,SW,SW
48982,48983,2015,8,3,22,2,88.78,26.0,SW,26.0,SW,SW
48983,48984,2015,8,3,23,2,88.78,26.0,SW,26.0,SW,SW
48984,48985,2015,8,4,0,2,94.2,25.0,SW,25.0,SW,SW
48985,48986,2015,8,4,1,2,94.16,24.0,SW,24.0,SW,SW
48986,48987,2015,8,4,2,2,100.0,24.0,SE,24.0,SE,SE
48987,48988,2015,8,4,3,2,94.16,24.0,SE,24.0,SE,SE
48988,48989,2015,8,4,4,2,94.12,23.0,SE,23.0,SE,SE
48989,48990,2015,8,4,5,2,88.45,22.0,SE,22.0,SE,SE
48990,48991,2015,8,4,6,2,88.37,21.0,SE,21.0,SE,SE
48991,48992,2015,8,4,7,2,83.13,22.0,SE,22.0,SE,SE
48992,48993,2015,8,4,8,2,88.45,22.0,SE,22.0,SE,SE
48993,48994,2015,8,4,9,2,78.24,23.0,SE,23.0,SE,SE
48994,48995,2015,8,4,10,2,78.39,24.0,SE,24.0,SE,SE
48995,48996,2015,8,4,11,2,69.6,26.0,SE,26.0,SE,SE
48996,48997,2015,8,4,12,2,65.83,28.0,cv,28.0,cv,cv
48997,48998,2015,8,4,13,2,62.13,29.0,SW,29.0,SW,SW
48998,48999,2015,8,4,14,2,51.83,30.0,SW,30.0,SW,SW
48999,49000,2015,8,4,15,2,51.83,30.0,SW,30.0,SW,SW
49000,49001,2015,8,4,16,2,58.65,30.0,SW,30.0,SW,SW
49001,49002,2015,8,4,17,2,62.13,29.0,SW,29.0,SW,SW
49002,49003,2015,8,4,18,2,69.98,28.0,SW,28.0,SW,SW
49003,49004,2015,8,4,19,2,83.6,26.0,SW,26.0,SW,SW
49004,49005,2015,8,4,20,2,83.48,25.0,SW,25.0,SW,SW
49005,49006,2015,8,4,21,2,88.62,24.0,SW,24.0,SW,SW
49006,49007,2015,8,4,22,2,94.12,23.0,SW,23.0,SW,SW
49007,49008,2015,8,4,23,2,88.54,23.0,SE,23.0,SE,SE
49008,49009,2015,8,5,0,2,88.54,23.0,SE,23.0,SE,SE
49009,49010,2015,8,5,1,2,94.07,22.0,SE,22.0,SE,SE
49010,49011,2015,8,5,2,2,88.54,23.0,SE,23.0,SE,SE
49011,49012,2015,8,5,3,2,88.45,22.0,SE,22.0,SE,SE
49012,49013,2015,8,5,4,2,88.45,22.0,SE,22.0,SE,SE
49013,49014,2015,8,5,5,2,88.45,22.0,SE,22.0,SE,SE
49014,49015,2015,8,5,6,2,83.25,23.0,SE,23.0,SE,SE
49015,49016,2015,8,5,7,2,78.53,25.0,SE,25.0,SE,SE
49016,49017,2015,8,5,8,2,69.79,27.0,SE,27.0,SE,SE
49017,49018,2015,8,5,9,2,61.9,28.0,SW,28.0,SW,SW
49018,49019,2015,8,5,10,2,58.42,29.0,SW,29.0,SW,SW
49019,49020,2015,8,5,11,2,51.83,30.0,SW,30.0,SW,SW
49020,49021,2015,8,5,12,2,48.96,31.0,SW,31.0,SW,SW
49021,49022,2015,8,5,13,2,52.09,31.0,SW,31.0,SW,SW
49022,49023,2015,8,5,14,2,49.22,32.0,SW,32.0,SW,SW
49023,49024,2015,8,5,15,2,49.22,32.0,SW,32.0,SW,SW
49024,49025,2015,8,5,16,2,49.22,32.0,SW,32.0,SW,SW
49025,49026,2015,8,5,17,2,52.09,31.0,SW,31.0,SW,SW
49026,49027,2015,8,5,18,2,58.65,30.0,SW,30.0,SW,SW
49027,49028,2015,8,5,19,2,74.19,27.0,SE,27.0,SE,SE
49028,49029,2015,8,5,20,2,69.6,26.0,SE,26.0,SE,SE
49029,49030,2015,8,5,21,2,74.02,26.0,SE,26.0,SE,SE
49030,49031,2015,8,5,22,2,73.84,25.0,SE,25.0,SE,SE
49031,49032,2015,8,5,23,2,83.37,24.0,SE,24.0,SE,SE
49032,49033,2015,8,6,0,2,83.37,24.0,SE,24.0,SE,SE
49033,49034,2015,8,6,1,2,88.54,23.0,cv,23.0,cv,cv
49034,49035,2015,8,6,2,2,83.37,24.0,SE,24.0,SE,SE
49035,49036,2015,8,6,3,2,83.37,24.0,SE,24.0,SE,SE
49036,49037,2015,8,6,4,2,94.07,22.0,SW,22.0,SW,SW
49037,49038,2015,8,6,5,2,88.45,22.0,SE,22.0,SE,SE
49038,49039,2015,8,6,6,2,88.45,22.0,SE,22.0,SE,SE
49039,49040,2015,8,6,7,2,83.25,23.0,SE,23.0,SE,SE
49040,49041,2015,8,6,8,2,83.25,23.0,SE,23.0,SE,SE
49041,49042,2015,8,6,9,2,83.37,24.0,SE,24.0,SE,SE
49042,49043,2015,8,6,10,2,74.02,26.0,SE,26.0,SE,SE
49043,49044,2015,8,6,11,2,74.02,26.0,SW,26.0,SW,SW
49044,49045,2015,8,6,12,2,78.53,25.0,SW,25.0,SW,SW
49045,49046,2015,8,6,13,2,88.62,24.0,SW,24.0,SW,SW
49046,49047,2015,8,6,14,2,88.62,24.0,SW,24.0,SW,SW
49047,49048,2015,8,6,15,2,74.02,26.0,SW,26.0,SW,SW
49048,49049,2015,8,6,16,2,74.02,26.0,SW,26.0,SW,SW
49049,49050,2015,8,6,17,2,78.53,25.0,SW,25.0,SW,SW
49050,49051,2015,8,6,18,2,78.53,25.0,SE,25.0,SE,SE
49051,49052,2015,8,6,19,2,83.37,24.0,SE,24.0,SE,SE
49052,49053,2015,8,6,20,2,88.62,24.0,cv,24.0,cv,cv
49053,49054,2015,8,6,21,2,88.62,24.0,cv,24.0,cv,cv
49054,49055,2015,8,6,22,2,94.12,23.0,SE,23.0,SE,SE
49055,49056,2015,8,6,23,2,94.12,23.0,SE,23.0,SE,SE
49056,49057,2015,8,7,0,2,94.12,23.0,SE,23.0,SE,SE
49057,49058,2015,8,7,1,2,94.12,23.0,SE,23.0,SE,SE
49058,49059,2015,8,7,2,2,94.12,23.0,SE,23.0,SE,SE
49059,49060,2015,8,7,3,2,94.12,23.0,SE,23.0,SE,SE
49060,49061,2015,8,7,4,2,94.12,23.0,SW,23.0,SW,SW
49061,49062,2015,8,7,5,2,94.12,23.0,SE,23.0,SE,SE
49062,49063,2015,8,7,6,2,94.12,23.0,SE,23.0,SE,SE
49063,49064,2015,8,7,7,2,94.16,24.0,SW,24.0,SW,SW
49064,49065,2015,8,7,8,2,94.16,24.0,SW,24.0,SW,SW
49065,49066,2015,8,7,9,2,88.7,25.0,SW,25.0,SW,SW
49066,49067,2015,8,7,10,2,83.6,26.0,SW,26.0,SW,SW
49067,49068,2015,8,7,11,2,78.82,27.0,SW,27.0,SW,SW
49068,49069,2015,8,7,12,2,74.35,28.0,SE,28.0,SE,SE
49069,49070,2015,8,7,13,2,66.25,30.0,SW,30.0,SW,SW
49070,49071,2015,8,7,14,2,70.17,29.0,SW,29.0,SW,SW
49071,49072,2015,8,7,15,2,74.35,28.0,SW,28.0,SW,SW
49072,49073,2015,8,7,16,2,88.62,24.0,SW,24.0,SW,SW
49073,49074,2015,8,7,17,2,83.48,25.0,SE,25.0,SE,SE
49074,49075,2015,8,7,18,2,88.7,25.0,SE,25.0,SE,SE
49075,49076,2015,8,7,19,2,88.7,25.0,cv,25.0,cv,cv
49076,49077,2015,8,7,20,2,94.16,24.0,SW,24.0,SW,SW
49077,49078,2015,8,7,21,2,88.62,24.0,SE,24.0,SE,SE
49078,49079,2015,8,7,22,2,88.62,24.0,cv,24.0,cv,cv
49079,49080,2015,8,7,23,2,94.12,23.0,SW,23.0,SW,SW
49080,49081,2015,8,8,0,2,94.12,23.0,SE,23.0,SE,SE
49081,49082,2015,8,8,1,2,100.0,22.0,SE,22.0,SE,SE
49082,49083,2015,8,8,2,2,94.07,22.0,SE,22.0,SE,SE
49083,49084,2015,8,8,3,2,94.03,21.0,SE,21.0,SE,SE
49084,49085,2015,8,8,4,2,100.0,21.0,SE,21.0,SE,SE
49085,49086,2015,8,8,5,2,100.0,21.0,SE,21.0,SE,SE
49086,49087,2015,8,8,6,2,94.07,22.0,SE,22.0,SE,SE
49087,49088,2015,8,8,7,2,88.62,24.0,cv,24.0,cv,cv
49088,49089,2015,8,8,8,2,88.62,24.0,SE,24.0,SE,SE
49089,49090,2015,8,8,9,2,94.16,24.0,SE,24.0,SE,SE
49090,49091,2015,8,8,10,2,78.82,27.0,SW,27.0,SW,SW
49091,49092,2015,8,8,11,2,70.17,29.0,SW,29.0,SW,SW
49092,49093,2015,8,8,12,2,70.17,29.0,SW,29.0,SW,SW
49093,49094,2015,8,8,13,2,70.17,29.0,SW,29.0,SW,SW
49094,49095,2015,8,8,14,2,70.17,29.0,SW,29.0,SW,SW
49095,49096,2015,8,8,15,2,62.13,29.0,SW,29.0,SW,SW
49096,49097,2015,8,8,16,2,70.17,29.0,SW,29.0,SW,SW
49097,49098,2015,8,8,17,2,69.98,28.0,SW,28.0,SW,SW
49098,49099,2015,8,8,18,2,74.19,27.0,SW,27.0,SW,SW
49099,49100,2015,8,8,19,2,78.68,26.0,SW,26.0,SW,SW
49100,49101,2015,8,8,20,2,88.62,24.0,SW,24.0,SW,SW
49101,49102,2015,8,8,21,2,94.16,24.0,SW,24.0,SW,SW
49102,49103,2015,8,8,22,2,94.16,24.0,SW,24.0,SW,SW
49103,49104,2015,8,8,23,2,94.16,24.0,SW,24.0,SW,SW
49104,49105,2015,8,9,0,2,100.0,23.0,SW,23.0,SW,SW
49105,49106,2015,8,9,1,2,94.12,23.0,SW,23.0,SW,SW
49106,49107,2015,8,9,2,2,94.12,23.0,SW,23.0,SW,SW
49107,49108,2015,8,9,3,2,94.12,23.0,SW,23.0,SW,SW
49108,49109,2015,8,9,4,2,94.12,23.0,SW,23.0,SW,SW
49109,49110,2015,8,9,5,2,94.12,23.0,SW,23.0,SW,SW
49110,49111,2015,8,9,6,2,94.12,23.0,SW,23.0,SW,SW
49111,49112,2015,8,9,7,2,88.62,24.0,SE,24.0,SE,SE
49112,49113,2015,8,9,8,2,83.48,25.0,SW,25.0,SW,SW
49113,49114,2015,8,9,9,2,83.6,26.0,SW,26.0,SW,SW
49114,49115,2015,8,9,10,2,83.6,26.0,SW,26.0,SW,SW
49115,49116,2015,8,9,11,2,78.97,28.0,SW,28.0,SW,SW
49116,49117,2015,8,9,12,2,78.97,28.0,SW,28.0,SW,SW
49117,49118,2015,8,9,13,2,74.52,29.0,SW,29.0,SW,SW
49118,49119,2015,8,9,14,2,66.25,30.0,SW,30.0,SW,SW
49119,49120,2015,8,9,15,2,70.36,30.0,SW,30.0,SW,SW
49120,49121,2015,8,9,16,2,88.28,20.0,NW,20.0,NW,NW
49121,49122,2015,8,9,17,2,78.24,23.0,SE,23.0,SE,SE
49122,49123,2015,8,9,18,2,78.53,25.0,SW,25.0,SW,SW
49123,49124,2015,8,9,19,2,88.54,23.0,SE,23.0,SE,SE
49124,49125,2015,8,9,20,2,94.07,22.0,SW,22.0,SW,SW
49125,49126,2015,8,9,21,2,88.45,22.0,cv,22.0,cv,cv
49126,49127,2015,8,9,22,2,88.45,22.0,SE,22.0,SE,SE
49127,49128,2015,8,9,23,2,94.03,21.0,cv,21.0,cv,cv
49128,49129,2015,8,10,0,2,94.03,21.0,NE,21.0,NE,NE
49129,49130,2015,8,10,1,2,94.03,21.0,cv,21.0,cv,cv
49130,49131,2015,8,10,2,2,94.03,21.0,SE,21.0,SE,SE
49131,49132,2015,8,10,3,2,94.03,21.0,SE,21.0,SE,SE
49132,49133,2015,8,10,4,2,94.03,21.0,cv,21.0,cv,cv
49133,49134,2015,8,10,5,2,93.98,20.0,NW,20.0,NW,NW
49134,49135,2015,8,10,6,2,94.03,21.0,NE,21.0,NE,NE
49135,49136,2015,8,10,7,2,88.54,23.0,cv,23.0,cv,cv
49136,49137,2015,8,10,8,2,83.37,24.0,cv,24.0,cv,cv
49137,49138,2015,8,10,9,2,78.53,25.0,NW,25.0,NW,NW
49138,49139,2015,8,10,10,2,74.02,26.0,NE,26.0,NE,NE
49139,49140,2015,8,10,11,2,65.62,27.0,NW,27.0,NW,NW
49140,49141,2015,8,10,12,2,61.9,28.0,SW,28.0,SW,SW
49141,49142,2015,8,10,13,2,61.9,28.0,cv,28.0,cv,cv
49142,49143,2015,8,10,14,2,58.42,29.0,NW,29.0,NW,NW
49143,49144,2015,8,10,15,2,51.57,29.0,NW,29.0,NW,NW
49144,49145,2015,8,10,16,2,54.9,29.0,SW,29.0,SW,SW
49145,49146,2015,8,10,17,2,54.9,29.0,SW,29.0,SW,SW
49146,49147,2015,8,10,18,2,61.9,28.0,NW,28.0,NW,NW
49147,49148,2015,8,10,19,2,73.84,25.0,cv,25.0,cv,cv
49148,49149,2015,8,10,20,2,83.37,24.0,SW,24.0,SW,SW
49149,49150,2015,8,10,21,2,88.54,23.0,SW,23.0,SW,SW
49150,49151,2015,8,10,22,2,94.07,22.0,SE,22.0,SE,SE
49151,49152,2015,8,10,23,2,94.03,21.0,cv,21.0,cv,cv
49152,49153,2015,8,11,0,2,100.0,21.0,SW,21.0,SW,SW
49153,49154,2015,8,11,1,2,94.03,21.0,SE,21.0,SE,SE
49154,49155,2015,8,11,2,2,94.03,21.0,SE,21.0,SE,SE
49155,49156,2015,8,11,3,2,94.03,21.0,SE,21.0,SE,SE
49156,49157,2015,8,11,4,2,94.03,21.0,SE,21.0,SE,SE
49157,49158,2015,8,11,5,2,93.98,20.0,SE,20.0,SE,SE
49158,49159,2015,8,11,6,2,94.03,21.0,SE,21.0,SE,SE
49159,49160,2015,8,11,7,2,88.54,23.0,cv,23.0,cv,cv
49160,49161,2015,8,11,8,2,83.48,25.0,SW,25.0,SW,SW
49161,49162,2015,8,11,9,2,74.19,27.0,SW,27.0,SW,SW
49162,49163,2015,8,11,10,2,65.83,28.0,cv,28.0,cv,cv
49163,49164,2015,8,11,11,2,58.17,28.0,NW,28.0,NW,NW
49164,49165,2015,8,11,12,2,48.69,30.0,cv,30.0,cv,cv
49165,49166,2015,8,11,13,2,55.15,30.0,SW,30.0,SW,SW
49166,49167,2015,8,11,14,2,51.83,30.0,SW,30.0,SW,SW
49167,49168,2015,8,11,15,2,48.69,30.0,NW,30.0,NW,NW
49168,49169,2015,8,11,16,2,43.18,31.0,NW,31.0,NW,NW
49169,49170,2015,8,11,17,2,40.24,30.0,NW,30.0,NW,NW
49170,49171,2015,8,11,18,2,51.31,28.0,NE,28.0,NE,NE
49171,49172,2015,8,11,19,2,51.05,27.0,NE,27.0,NE,NE
49172,49173,2015,8,11,20,2,73.67,24.0,cv,24.0,cv,cv
49173,49174,2015,8,11,21,2,83.25,23.0,SW,23.0,SW,SW
49174,49175,2015,8,11,22,2,78.24,23.0,SW,23.0,SW,SW
49175,49176,2015,8,11,23,2,83.13,22.0,SW,22.0,SW,SW
49176,49177,2015,8,12,0,2,94.03,21.0,SE,21.0,SE,SE
49177,49178,2015,8,12,1,2,88.37,21.0,SE,21.0,SE,SE
49178,49179,2015,8,12,2,2,93.98,20.0,SE,20.0,SE,SE
49179,49180,2015,8,12,3,2,93.98,20.0,SE,20.0,SE,SE
49180,49181,2015,8,12,4,2,93.98,20.0,SE,20.0,SE,SE
49181,49182,2015,8,12,5,2,93.94,19.0,cv,19.0,cv,cv
49182,49183,2015,8,12,6,2,88.37,21.0,SE,21.0,SE,SE
49183,49184,2015,8,12,7,2,88.45,22.0,SE,22.0,SE,SE
49184,49185,2015,8,12,8,2,78.53,25.0,cv,25.0,cv,cv
49185,49186,2015,8,12,9,2,69.79,27.0,cv,27.0,cv,cv
49186,49187,2015,8,12,10,2,65.83,28.0,cv,28.0,cv,cv
49187,49188,2015,8,12,11,2,62.13,29.0,cv,29.0,cv,cv
49188,49189,2015,8,12,12,2,78.82,27.0,SW,27.0,SW,SW
49189,49190,2015,8,12,13,2,62.13,29.0,SW,29.0,SW,SW
49190,49191,2015,8,12,14,2,58.65,30.0,SW,30.0,SW,SW
49191,49192,2015,8,12,15,2,51.57,29.0,NE,29.0,NE,NE
49192,49193,2015,8,12,16,2,48.69,30.0,NW,30.0,NW,NW
49193,49194,2015,8,12,17,2,45.99,31.0,NW,31.0,NW,NW
49194,49195,2015,8,12,18,2,51.57,29.0,NE,29.0,NE,NE
49195,49196,2015,8,12,19,2,61.67,27.0,NE,27.0,NE,NE
49196,49197,2015,8,12,20,2,61.44,26.0,NE,26.0,NE,NE
49197,49198,2015,8,12,21,2,65.19,25.0,NE,25.0,NE,NE
49198,49199,2015,8,12,22,2,73.67,24.0,NE,24.0,NE,NE
49199,49200,2015,8,12,23,2,88.45,22.0,cv,22.0,cv,cv
49200,49201,2015,8,13,0,2,88.45,22.0,cv,22.0,cv,cv
49201,49202,2015,8,13,1,2,88.45,22.0,SE,22.0,SE,SE
49202,49203,2015,8,13,2,2,83.13,22.0,SE,22.0,SE,SE
49203,49204,2015,8,13,3,2,93.98,20.0,SE,20.0,SE,SE
49204,49205,2015,8,13,4,2,88.28,20.0,cv,20.0,cv,cv
